Cycle,Date administered,Democratic candidate,Republican candidate,Libertarian,Green,Undecided,,,
2016,10/7/2016,0.44,0.38,NaN,NaN,NaN,,,
2016,10/5/2016,0.41,0.39,NaN,NaN,NaN,,,
2016,10/5/2016,0.45,0.4,NaN,NaN,NaN,,,
2016,10/4/2016,0.43,0.42,NaN,NaN,NaN,,,
2016,10/3/2016,0.44,0.42,NaN,NaN,NaN,,,
2016,9/30/2016,0.42,0.37,NaN,NaN,NaN,,,
2016,10/3/2016,0.41,0.43,NaN,NaN,NaN,,,
2016,10/3/2016,0.44,0.44,NaN,NaN,NaN,,,
2016,10/1/2016,0.43,0.4,NaN,NaN,NaN,,,
2016,9/29/2016,0.42,0.36,NaN,NaN,NaN,,,
2016,9/29/2016,0.42,0.41,NaN,NaN,NaN,,,
2016,9/30/2016,0.42,0.36,NaN,NaN,NaN,,,
2016,9/28/2016,0.45,0.36,NaN,NaN,NaN,,,
2016,9/28/2016,0.45,0.41,NaN,NaN,NaN,,,
2016,9/28/2016,0.47,0.42,NaN,NaN,NaN,,,
2016,9/28/2016,0.43,0.4,NaN,NaN,NaN,,,
2016,9/26/2016,0.46,0.4,NaN,NaN,NaN,,,
2016,9/27/2016,0.43,0.4,NaN,NaN,NaN,,,
2016,9/23/2016,0.42,0.38,0.07,0.02,NaN,,,
2016,9/26/2016,0.42,0.41,0.07,0.01,NaN,,,
2016,9/26/2016,0.41,0.38,0.08,0.02,NaN,,,
2016,9/1/2016,0.49,0.41,0.04,0.02,NaN,,,
2016,9/22/2016,0.42,0.38,0.07,0.01,NaN,,,
2016,9/22/2016,0.44,0.43,0.08,0.02,NaN,,,
2016,9/22/2016,0.46,0.42,0.08,0.02,NaN,,,
2016,9/19/2016,0.45,0.4,0.1,0.01,NaN,,,
2016,9/22/2016,0.38,0.39,0.09,0.03,NaN,,,
2016,9/22/2016,0.44,0.41,0.05,0.02,NaN,,,
2016,9/21/2016,0.41,0.43,0.08,0.02,NaN,,,
2016,9/19/2016,0.46,0.44,0.05,0.03,NaN,,,
2016,9/18/2016,0.45,0.43,0.06,0.02,NaN,,,
2016,9/16/2016,0.39,0.37,0.07,0.02,NaN,,,
2016,9/20/2016,0.39,0.44,0.08,0.02,NaN,,,
2016,9/20/2016,0.44,0.4,0.05,0.02,NaN,,,
2016,9/15/2016,0.45,0.39,0.1,0.02,NaN,,,
2016,9/18/2016,0.4,0.38,0.07,0.02,NaN,,,
2016,9/16/2016,0.43,0.37,0.09,0.02,NaN,,,
2016,9/15/2016,0.42,0.37,0.05,0.02,NaN,,,
2016,9/15/2016,0.37,0.39,0.07,0.01,NaN,,,
2016,9/15/2016,0.45,0.39,0.09,0.02,NaN,,,
2016,9/12/2016,0.45,0.4,0.1,0.02,NaN,,,
2016,9/15/2016,0.42,0.4,0.08,0.02,NaN,,,
2016,9/12/2016,0.46,0.41,0.09,0.02,NaN,,,
2016,9/11/2016,0.41,0.4,0.08,0.02,NaN,,,
2016,9/12/2016,0.4,0.42,0.07,0.01,NaN,,,
2016,9/11/2016,0.41,0.43,0.09,0.01,NaN,,,
2016,9/10/2016,0.42,0.4,0.05,0.02,NaN,,,
2016,9/9/2016,0.42,0.42,0.08,0.02,NaN,,,
2016,9/8/2016,0.41,0.39,0.13,0.02,NaN,,,
2016,9/8/2016,0.39,0.39,0.08,0.02,NaN,,,
2016,8/16/2016,0.45,0.38,0.1,0.02,NaN,,,
2016,9/5/2016,0.42,0.4,0.11,0.02,NaN,,,
2016,9/7/2016,0.43,0.4,0.07,0.04,NaN,,,
2016,9/6/2016,0.43,0.41,0.1,0.02,NaN,,,
2016,9/5/2016,0.46,0.41,0.09,0.02,NaN,,,
2016,9/6/2016,0.43,0.39,0.09,0.02,NaN,,,
2016,9/4/2016,0.4,0.38,0.07,0.02,NaN,,,
2016,9/1/2016,0.4,0.38,0.08,0.02,NaN,,,
2016,9/1/2016,0.43,0.45,0.07,0.05,NaN,,,
2016,8/31/2016,0.44,0.41,0.08,0.02,NaN,,,
2016,8/29/2016,0.41,0.37,0.12,0.01,NaN,,,
2016,9/1/2016,0.38,0.36,0.09,0.02,NaN,,,
2016,8/28/2016,0.42,0.4,0.11,0.02,NaN,,,
2016,8/26/2016,0.39,0.39,0.07,0.03,NaN,,,
2016,8/26/2016,0.39,0.39,0.12,0.02,NaN,,,
2016,8/29/2016,0.39,0.4,0.07,0.02,NaN,,,
2016,8/28/2016,0.41,0.39,0.09,0.02,NaN,,,
2016,8/27/2016,0.42,0.37,0.07,0.04,NaN,,,
2016,8/25/2016,0.4,0.38,0.06,0.02,NaN,,,
2016,8/25/2016,0.42,0.35,0.09,0.02,NaN,,,
2016,8/25/2016,0.43,0.36,0.08,0.02,NaN,,,
2016,8/22/2016,0.41,0.37,0.11,0.02,NaN,,,
2016,8/24/2016,0.39,0.37,0.08,0.02,NaN,,,
2016,8/22/2016,0.39,0.36,0.07,0.01,NaN,,,
2016,8/23/2016,0.42,0.38,0.09,0.01,NaN,,,
2016,8/20/2016,0.39,0.36,0.07,0.01,NaN,,,
2016,8/18/2016,0.45,0.38,0.1,0.02,NaN,,,
2016,8/22/2016,0.42,0.41,0.04,0.02,NaN,,,
2016,8/19/2016,0.42,0.38,0.06,0.02,NaN,,,
2016,8/18/2016,0.41,0.33,0.07,0.01,NaN,,,
2016,8/15/2016,0.43,0.38,0.11,0.03,NaN,,,
2016,8/16/2016,0.39,0.36,0.08,0.01,NaN,,,
2016,8/13/2016,0.39,0.35,0.07,0.03,NaN,,,
2016,8/15/2016,0.41,0.39,0.09,0.03,NaN,,,
2016,8/11/2016,0.41,0.35,0.07,0.02,NaN,,,
2016,8/9/2016,0.41,0.37,0.1,0.02,NaN,,,
2016,8/9/2016,0.45,0.37,0.08,0.02,NaN,,,
2016,8/8/2016,0.43,0.37,0.11,0.02,NaN,,,
2016,8/12/2016,0.38,0.36,0.08,0.02,NaN,,,
2016,8/11/2016,0.39,0.33,0.09,0.02,NaN,,,
2016,8/6/2016,0.4,0.35,0.07,0.02,NaN,,,
2016,8/9/2016,0.43,0.4,0.08,0.03,NaN,,,
2016,8/9/2016,0.42,0.37,0.09,0.02,NaN,,,
2016,8/6/2016,0.42,0.36,0.09,0.02,NaN,,,
2016,8/5/2016,0.44,0.4,0.09,0.03,NaN,,,
2016,8/4/2016,0.45,0.39,0.02,0.03,NaN,,,
2016,8/4/2016,0.46,0.34,0.07,0.01,NaN,,,
2016,8/1/2016,0.44,0.38,0.1,0.03,NaN,,,
2016,8/4/2016,0.41,0.33,0.09,0.02,NaN,,,
2016,8/1/2016,0.45,0.37,0.08,0.03,NaN,,,
2016,7/31/2016,0.42,0.4,0.06,0.04,NaN,,,
2016,7/29/2016,0.39,0.35,0.12,0.04,NaN,,,
2016,8/1/2016,0.45,0.31,0.1,0.03,NaN,,,
2016,7/31/2016,0.43,0.34,0.1,0.02,NaN,,,
2016,7/30/2016,0.42,0.38,0.06,0.03,NaN,,,
2016,8/1/2016,0.44,0.4,0.06,0.05,NaN,,,
2016,7/31/2016,0.41,0.36,0.08,0.01,NaN,,,
2016,7/29/2016,0.45,0.37,0.09,0.01,NaN,,,
2016,7/25/2016,0.43,0.38,0.09,0.06,NaN,,,
2016,7/29/2016,0.46,0.41,0.06,0.03,NaN,,,
2016,7/29/2016,0.46,0.31,0.07,0.03,NaN,,,
2016,7/25/2016,0.37,0.37,0.05,0.02,NaN,,,
2016,7/23/2016,0.4,0.38,0.05,0.02,NaN,,,
2016,7/22/2016,0.39,0.44,0.09,0.02,NaN,,,
2016,7/21/2016,0.46,0.42,0.01,0.03,NaN,,,
2016,7/18/2016,0.39,0.41,0.1,0.02,NaN,,,
2016,7/22/2016,0.39,0.34,0.08,0.04,NaN,,,
2016,7/21/2016,0.4,0.39,0.03,0.03,NaN,,,
2016,7/16/2016,0.39,0.35,0.07,0.02,NaN,,,
2016,7/15/2016,0.4,0.37,0.05,0.02,NaN,,,
2016,7/11/2016,0.39,0.4,0.1,0.02,NaN,,,
2016,7/14/2016,0.45,0.43,0.05,0.02,NaN,,,
2016,7/13/2016,0.44,0.41,0.07,0.02,NaN,,,
2016,7/13/2016,0.42,0.37,0.13,0.02,NaN,,,
2016,7/11/2016,0.39,0.35,0.09,0.03,NaN,,,
2016,7/11/2016,0.42,0.38,0.08,0.02,NaN,,,
2016,7/9/2016,0.41,0.35,0.11,0.03,NaN,,,
2016,7/9/2016,0.4,0.37,0.05,0.02,NaN,,,
2016,7/7/2016,0.4,0.36,0.06,0.03,NaN,,,
2016,7/4/2016,0.4,0.38,0.11,0.02,NaN,,,
2016,7/7/2016,0.41,0.29,0.09,0.02,NaN,,,
2016,7/5/2016,0.4,0.35,0.1,0.02,NaN,,,
2016,7/2/2016,0.42,0.33,0.06,0.04,NaN,,,
2016,7/2/2016,0.42,0.37,0.04,0.02,NaN,,,
2016,6/27/2016,0.41,0.38,0.09,0.02,NaN,,,
2016,6/26/2016,0.39,0.35,0.08,0,NaN,,,
2016,6/25/2016,0.42,0.31,0.05,0.03,NaN,,,
2016,6/24/2016,0.37,0.36,0.09,0.03,NaN,,,
2016,6/27/2016,0.45,0.41,0.05,0.01,NaN,,,
2016,6/21/2016,0.39,0.37,0.08,0.03,NaN,,,
2016,6/20/2016,0.42,0.36,0.09,0.02,NaN,,,
2016,6/20/2016,0.47,0.37,0.07,0.02,NaN,,,
2016,6/19/2016,0.39,0.38,0.1,0.02,NaN,,,
2016,6/18/2016,0.43,0.34,0.06,0.02,NaN,,,
2016,6/16/2016,0.42,0.38,0.09,0.03,NaN,,,
2016,6/15/2016,0.42,0.36,0.09,0.01,NaN,,,
2016,6/13/2016,0.42,0.38,0.09,0.03,NaN,,,
2016,6/11/2016,0.39,0.29,0.06,0.02,NaN,,,
2016,6/6/2016,0.42,0.38,0.09,0.02,NaN,,,
2016,6/8/2016,0.39,0.36,0.06,0.03,NaN,,,
2016,5/30/2016,0.4,0.34,0.06,0.03,NaN,,,
2016,5/30/2016,0.39,0.4,0.09,0.03,NaN,,,
2016,5/24/2016,0.4,0.38,0.05,0.02,NaN,,,
2020,7/12/2020,0.54,0.44,NaN,NaN,NaN,,,
2020,7/12/2020,0.49,0.41,NaN,NaN,0.05,,,
2020,7/13/2020,0.47,0.37,NaN,NaN,0.09,,,
2020,7/12/2020,0.49,0.4,NaN,NaN,0.06,,,
2020,7/11/2020,0.47,0.39,NaN,NaN,0.04,,,
2020,7/8/2020,0.47,0.44,NaN,NaN,0.05,,,
2020,7/9/2020,0.52,0.37,NaN,NaN,0.05,,,
2020,7/6/2020,0.47,0.39,NaN,NaN,NaN,,,
2020,7/9/2020,0.51,0.4,NaN,NaN,0.07,,,
2020,7/9/2020,0.46,0.39,NaN,NaN,0.06,,,
2020,"Released Jul 8, 2020",0.61,0.39,NaN,NaN,NaN,,,
2020,7/8/2020,0.49,0.42,NaN,NaN,NaN,,,
2020,7/2/2020,0.49,0.41,NaN,NaN,NaN,,,
2020,7/7/2020,0.52,0.42,NaN,NaN,0.06,,,
2020,7/6/2020,0.43,0.37,NaN,NaN,0.13,,,
2020,7/5/2020,0.5,0.4,NaN,NaN,NaN,,,
2020,7/5/2020,0.49,0.4,NaN,NaN,0.06,,,
2020,6/29/2020,0.48,0.39,NaN,NaN,NaN,,,
2020,7/3/2020,0.43,0.39,NaN,NaN,0.1,,,
2020,7/1/2020,0.47,0.47,NaN,NaN,NaN,,,
2020,6/29/2020,0.45,0.4,NaN,NaN,0.07,,,
2020,6/29/2020,0.46,0.38,NaN,NaN,0.1,,,
2020,6/28/2020,0.49,0.4,NaN,NaN,0.06,,,
2020,6/27/2020,0.48,0.4,NaN,NaN,NaN,,,
2020,6/26/2020,0.53,0.41,NaN,NaN,0.04,,,
2020,6/25/2020,0.53,0.41,NaN,NaN,NaN,,,
2020,,0.46,0.37,NaN,NaN,0.11,,,
2020,6/22/2020,0.55,0.41,NaN,NaN,0.01,,,
2020,6/22/2020,0.47,0.4,NaN,NaN,NaN,,,
2020,6/12/2020,0.47,0.37,NaN,NaN,NaN,,,
2020,6/25/2020,0.47,0.39,NaN,NaN,0.06,,,
2020,6/23/2020,0.45,0.41,NaN,NaN,0.06,,,
2020,6/25/2020,0.53,0.42,NaN,NaN,NaN,,,
2020,6/24/2020,0.47,0.39,NaN,NaN,0.05,,,
2020,6/22/2020,0.52,0.44,NaN,NaN,0.03,,,
2020,6/19/2020,0.52,0.4,NaN,NaN,0.03,,,
2020,6/23/2020,0.5,0.44,NaN,NaN,0.05,,,
2020,6/22/2020,0.43,0.39,NaN,NaN,0.09,,,
2020,6/22/2020,0.47,0.37,NaN,NaN,0.1,,,
2020,6/21/2020,0.49,0.41,NaN,NaN,0.06,,,
2020,6/19/2020,0.47,0.38,NaN,NaN,NaN,,,
2020,6/17/2020,0.5,0.36,NaN,NaN,0.05,,,
2020,6/16/2020,0.54,0.44,NaN,NaN,0.02,,,
2020,6/15/2020,0.47,0.39,NaN,NaN,NaN,,,
2020,6/19/2020,0.52,0.43,NaN,NaN,NaN,,,
2020,6/17/2020,0.56,0.44,NaN,NaN,NaN,,,
2020,6/14/2020,0.5,0.41,NaN,NaN,0.05,,,
2020,6/13/2020,0.5,0.38,NaN,NaN,0.07,,,
2020,6/12/2020,0.53,0.42,NaN,NaN,0.04,,,
2020,6/12/2020,0.5,0.42,NaN,NaN,NaN,,,
2020,6/10/2020,0.48,0.35,NaN,NaN,0.1,,,
2020,6/9/2020,0.5,0.44,NaN,NaN,0.06,,,
2020,6/11/2020,0.49,0.41,NaN,NaN,0.04,,,
2020,6/8/2020,0.51,0.38,NaN,NaN,0.05,,,
2020,6/8/2020,0.48,0.39,NaN,NaN,NaN,,,
2020,6/11/2020,0.48,0.36,NaN,NaN,0.06,,,
2020,6/11/2020,0.51,0.41,NaN,NaN,NaN,,,
2020,6/6/2020,0.52,0.43,NaN,NaN,0.06,,,
2020,6/6/2020,0.48,0.41,NaN,NaN,NaN,,,
2020,6/9/2020,0.49,0.4,NaN,NaN,0.05,,,
2020,5/28/2020,0.5,0.39,NaN,NaN,NaN,,,
2020,6/7/2020,0.49,0.41,NaN,NaN,0.05,,,
2020,6/8/2020,0.46,0.38,NaN,NaN,0.07,,,
2020,6/2/2020,0.53,0.42,NaN,NaN,0.05,,,
2020,6/7/2020,0.46,0.39,NaN,NaN,0.07,,,
2020,6/1/2020,0.47,0.39,NaN,NaN,NaN,,,
2020,6/4/2020,0.53,0.42,NaN,NaN,0.05,,,
2020,6/4/2020,0.47,0.37,NaN,NaN,0.09,,,
2020,6/3/2020,0.53,0.41,NaN,NaN,NaN,,,
2020,6/3/2020,0.47,0.48,NaN,NaN,NaN,,,
2020,6/2/2020,0.55,0.41,NaN,NaN,0.03,,,
2020,5/21/2020,0.4,0.32,NaN,NaN,0.19,,,
2020,6/2/2020,0.53,0.43,NaN,NaN,0.01,,,
2020,6/1/2020,0.47,0.37,NaN,NaN,0.08,,,
2020,6/2/2020,0.5,0.43,NaN,NaN,0.02,,,
2020,6/2/2020,0.53,0.47,NaN,NaN,NaN,,,
2020,6/1/2020,0.47,0.44,NaN,NaN,0.07,,,
2020,5/31/2020,0.45,0.42,NaN,NaN,NaN,,,
2020,7/2/2020,0.54,0.4,NaN,NaN,0.06,,,
2020,6/1/2020,0.46,0.46,NaN,NaN,NaN,,,
2020,6/1/2020,0.47,0.37,NaN,NaN,NaN,,,
2020,5/31/2020,0.47,0.4,NaN,NaN,0.08,,,
2020,5/28/2020,0.49,0.42,NaN,NaN,0.05,,,
2020,5/26/2020,0.51,0.44,NaN,NaN,0.05,,,
2020,5/31/2020,0.51,0.39,NaN,NaN,NaN,,,
2020,5/29/2020,0.47,0.43,NaN,NaN,0.04,,,
2020,5/28/2020,0.52,0.41,NaN,NaN,0.06,,,
2020,5/25/2020,0.46,0.41,NaN,NaN,NaN,,,
2020,5/16/2020,0.46,0.37,NaN,NaN,NaN,,,
2020,5/29/2020,0.48,0.4,NaN,NaN,0.06,,,
2020,5/28/2020,0.46,0.39,NaN,NaN,0.07,,,
2020,5/21/2020,0.5,0.45,NaN,NaN,0.05,,,
2020,5/25/2020,0.53,0.43,NaN,NaN,0.02,,,
2020,5/21/2020,0.43,0.4,NaN,NaN,0.09,,,
2020,5/20/2020,0.45,0.39,NaN,NaN,0.08,,,
2020,5/26/2020,0.5,0.44,NaN,NaN,0.05,,,
2020,5/26/2020,0.53,0.4,NaN,NaN,NaN,,,
2020,5/23/2020,0.45,0.42,NaN,NaN,0.08,,,
2020,5/19/2020,0.52,0.44,NaN,NaN,0.04,,,
2020,5/18/2020,0.46,0.41,NaN,NaN,NaN,,,
2020,5/16/2020,0.54,0.43,NaN,NaN,0.03,,,
2020,5/20/2020,0.46,0.42,NaN,NaN,0.06,,,
2020,5/18/2020,0.51,0.42,NaN,NaN,NaN,,,
2020,5/17/2020,0.48,0.4,NaN,NaN,0.06,,,
2020,5/19/2020,0.51,0.42,NaN,NaN,NaN,,,
2020,5/18/2020,0.47,0.38,NaN,NaN,0.07,,,
2020,5/18/2020,0.48,0.43,NaN,NaN,NaN,,,
2020,5/17/2020,0.47,0.42,NaN,NaN,0.06,,,
2020,5/12/2020,0.52,0.42,NaN,NaN,0.07,,,
2020,5/14/2020,0.5,0.39,NaN,NaN,0.04,,,
2020,5/13/2020,0.43,0.41,NaN,NaN,0.05,,,
2020,5/11/2020,0.46,0.41,NaN,NaN,NaN,,,
2020,5/14/2020,0.43,0.39,NaN,NaN,0.08,,,
2020,5/9/2020,0.52,0.41,NaN,NaN,0.07,,,
2020,5/2/2020,0.43,0.39,NaN,NaN,NaN,,,
2020,5/13/2020,0.42,0.41,NaN,NaN,0.09,,,
2020,5/13/2020,0.53,0.47,NaN,NaN,NaN,,,
2020,5/12/2020,0.48,0.41,NaN,NaN,NaN,,,
2020,5/11/2020,0.46,0.38,NaN,NaN,NaN,,,
2020,5/10/2020,0.47,0.43,NaN,NaN,0.06,,,
2020,5/5/2020,0.52,0.43,NaN,NaN,0.05,,,
2020,5/7/2020,0.51,0.46,NaN,NaN,0.02,,,
2020,5/4/2020,0.45,0.42,NaN,NaN,NaN,,,
2020,5/8/2020,0.47,0.4,NaN,NaN,0.04,,,
2020,,0.48,0.4,NaN,NaN,0.04,,,
2020,5/7/2020,0.44,0.38,NaN,NaN,0.07,,,
2020,5/2/2020,0.5,0.45,NaN,NaN,0.06,,,
2020,5/6/2020,0.41,0.41,NaN,NaN,0.09,,,
2020,5/5/2020,0.5,0.44,NaN,NaN,NaN,,,
2020,5/4/2020,0.45,0.42,NaN,NaN,0.07,,,
2020,5/4/2020,0.43,0.41,NaN,NaN,0.09,,,
2020,5/3/2020,0.46,0.42,NaN,NaN,0.07,,,
2020,5/2/2020,0.47,0.44,NaN,NaN,0.07,,,
2020,4/28/2020,0.51,0.45,NaN,NaN,0.04,,,
2020,4/30/2020,0.5,0.41,NaN,NaN,0.04,,,
2020,,0.47,0.4,NaN,NaN,0.07,,,
2020,5/2/2020,0.45,0.41,NaN,NaN,0.03,,,
2020,5/1/2020,0.47,0.44,NaN,NaN,0.07,,,
2020,4/27/2020,0.46,0.42,NaN,NaN,NaN,,,
2020,4/30/2020,0.46,0.39,NaN,NaN,0.07,,,
2020,4/25/2020,0.5,0.45,NaN,NaN,0.05,,,
2020,4/28/2020,0.49,0.43,NaN,NaN,0.04,,,
2020,4/16/2020,0.44,0.4,NaN,NaN,NaN,,,
2020,4/27/2020,0.45,0.39,NaN,NaN,0.09,,,
2020,4/26/2020,0.43,0.43,NaN,NaN,NaN,,,
2020,4/28/2020,0.52,0.43,NaN,NaN,NaN,,,
2020,4/26/2020,0.47,0.41,NaN,NaN,0.06,,,
2020,4/26/2020,0.54,0.46,NaN,NaN,NaN,,,
2020,4/21/2020,0.49,0.45,NaN,NaN,0.06,,,
2020,4/20/2020,0.46,0.42,NaN,NaN,NaN,,,
2020,4/23/2020,0.46,0.38,NaN,NaN,0.06,,,
2020,4/21/2020,0.44,0.38,NaN,NaN,0.1,,,
2020,4/18/2020,0.52,0.44,NaN,NaN,0.04,,,
2020,4/23/2020,0.49,0.4,NaN,NaN,0.02,,,
2020,4/21/2020,0.49,0.44,NaN,NaN,NaN,,,
2020,4/19/2020,0.48,0.42,NaN,NaN,0.05,,,
2020,4/15/2020,0.47,0.39,NaN,NaN,0.08,,,
2020,4/14/2020,0.53,0.44,NaN,NaN,NaN,,,
2020,4/19/2020,0.42,0.4,NaN,NaN,0.09,,,
2020,4/16/2020,0.56,0.42,NaN,NaN,NaN,,,
2020,4/19/2020,0.49,0.4,NaN,NaN,NaN,,,
2020,4/13/2020,0.47,0.42,NaN,NaN,NaN,,,
2020,4/17/2020,0.48,0.44,NaN,NaN,0.06,,,
2020,4/16/2020,0.49,0.4,NaN,NaN,0.05,,,
2020,4/11/2020,0.52,0.44,NaN,NaN,0.04,,,
2020,4/14/2020,0.53,0.47,NaN,NaN,NaN,,,
2020,4/14/2020,0.46,0.42,NaN,NaN,0.12,,,
2020,,0.47,0.43,NaN,NaN,0.1,,,
